,nonCO2_erf
1850,-0.2766024062628998
1851,-0.46309322070310827
1852,-0.5009191157340056
1853,-0.5035391286534882
1854,-0.5113201799409045
1855,-0.3016899278180362
1856,0.15908784996041034
1857,-0.2503321435530208
1858,-1.697590158770534
1859,-0.0751996373347886
1860,0.6027800075959563
1861,-0.4901161946274679
1862,-0.19466715148999303
1863,0.13872347731268642
1864,0.5009505960271677
1865,0.04248107009140391
1866,-0.0840612991052968
1867,0.3961030002649388
1868,0.3244403645800643
1869,-0.23596262853050565
1870,0.46774338269771143
1871,0.3616598687095251
1872,-0.9928161533839389
1873,-0.2974498239744634
1874,0.28376334964634886
1875,0.9506294726921972
1876,0.49010848936336904
1877,0.1902042363201833
1878,-0.1964177100165658
1879,-0.22423686961657288
1880,-0.140486105314609
1881,0.40625358447027576
1882,0.530035629243883
1883,-1.4905179406045843
1884,-2.544046946173784
1885,-1.2230126598422337
1886,-0.9759217793143087
1887,-0.45366973754395934
1888,-0.19841135048764974
1889,-0.9196836078837738
1890,-0.32364888249605384
1891,-0.8237869341824403
1892,-0.8824309281652196
1893,-0.810079871771587
1894,-0.3410337950143141
1895,-0.9785986922764014
1896,-0.44046142717116443
1897,-0.16303381881830553
1898,-0.4611402457227567
1899,-0.4419214914993568
1900,-0.12764607856752735
1901,0.35442620115745677
1902,-0.38393242093649993
1903,-1.5977821343252343
1904,-0.8256903686120525
1905,-0.6455717014093942
1906,-0.5285757689514805
1907,-1.2529793799270341
1908,0.2524848387938531
1909,-0.3737436666855485
1910,0.3027482879347875
1911,0.6224050090014167
1912,-0.028166287954885905
1913,-0.22085662861935648
1914,-0.27475842831555
1915,-0.10957942695207229
1916,-0.38271530440241475
1917,-0.7433818504276957
1918,0.32028587235285105
1919,0.25031669563277337
1920,-0.0783697011514185
1921,-0.18899810216761326
1922,-0.3729245750237289
1923,-1.0092931321899044
1924,0.08487950830493213
1925,-0.00904214326029823
1926,-0.3724091737469116
1927,-0.9508683412710441
1928,-0.014217498059000466
1929,-0.5274530228783532
1930,-0.0037774364937454563
1931,-0.14582034290221424
1932,0.028037156094668503
1933,-0.049739494567765774
1934,0.2961101406559101
1935,0.050651836910236336
1936,-0.8148369877334396
1937,0.22061252969836764
1938,0.17449015167648607
1939,0.42632972499476274
1940,0.1263068052918117
1941,-0.15844939839390032
1942,0.09400461839843377
1943,-0.0661336789462097
1944,0.13459405164778648
1945,0.28665349959516107
1946,0.6737032978791332
1947,-0.14283545200043152
1948,-0.6541444433974102
1949,-0.31694227355476096
1950,0.3878671913643721
1951,0.3628594099704684
1952,0.23213393842302565
1953,-0.5839675662205505
1954,-0.16102835545873695
1955,0.44008293886675864
1956,0.21934084860943592
1957,0.16950593927971436
1958,-0.21240492213894158
1959,-0.10646046713817547
1960,-0.018668833902816706
1961,-0.07515423081391082
1962,0.10366106956271337
1963,-1.5023786104014571
1964,-0.6782325295700884
1965,-0.15623817877154078
1966,0.2394542722900579
1967,5.979894428809196e-05
1968,-0.19154395873679697
1969,0.3979686228191386
1970,0.4673675356837228
1971,-0.18052333804667153
1972,0.4592899340061014
1973,0.6022955015682909
1974,-0.02810802554190084
1975,-0.4964239215729749
1976,-0.9563699791807881
1977,0.07750916879456571
1978,0.5442403090373182
1979,0.8163335486698475
1980,0.8247580262189469
1981,-0.6483872756171569
1982,-1.2329720497988117
1983,-0.6538318645494993
1984,-0.31133515649819743
1985,0.07934439439414409
1986,-0.123385507913778
1987,-0.045580374096633625
1988,0.33836492353333214
1989,-0.06018057794069853
1990,-0.0181336559252554
1991,-0.9953048357252409
1992,-1.1784598223491072
1993,-0.6202973778269125
1994,0.3698697800568007
1995,0.2645700851886639
1996,0.4557691122051366
1997,0.39345213787126054
1998,0.6908457533152839
1999,0.5127326351210839
2000,0.3794678785981225
2001,-0.10030810301927118
2002,0.43783440761801407
2003,0.9899167237242312
2004,0.46171262910090327
2005,0.9536321884344874
2006,0.39527691779000307
2007,-0.15528431797585984
2008,0.2265565296495935
2009,0.33209634136571786
2010,0.34849714751701377
2011,0.5522097637392438
2012,0.8884522942841375
2013,0.9941680888351376
2014,0.28619981976222597
2015,-0.3887019273958616
2016,0.5967320773073088
2017,0.8503035154131364
2018,0.3123902056443528
2019,1.0357205550627553
2020,0.5643446536542442
2021,0.18364051895424982
2022,0.21233000231862098
2023,0.6724525410904318
2024,0.25313951124947254
2025,0.41968422125447
2026,0.5668508572488093
2027,0.5458997815906628
2028,-0.25079715133040237
2029,0.32022404864267084
2030,0.6212865780152788
2031,0.4237340957299818
2032,0.2230290622702582
2033,0.4176079848004832
2034,0.8526468966362937
2035,0.500687111205
2036,-0.1415990685323245
2037,0.5589799985968478
2038,1.062069585500737
2039,0.43187995895425724
2040,0.4522015517370832
2041,0.8192054995086107
2042,0.21221418098544387
2043,-0.09004006066850723
2044,1.0398525271929682
2045,1.3948498314562294
2046,0.42015676328096685
2047,0.3783992198636139
2048,1.1709022823643536
2049,0.48867549153333645
